Date,Time,Site,Unit ID,User ID,°F-21A104910,mmHg-21A105443,DO %-21A106679,DO mg/L-21A106679,SPC-uS/cm-21A104910,C-uS/cm-21A104910,nLFC-uS/cm-21A104910,ohm-cm-21A104910,TDS mg/L-21A104910,SAL-PSU-21A104910,Density-21A104910,Density-T-21A104910,pH-21B101988,pH mV-21B101988,Phycocyanin RFU-21B101736,Phycocyanin ug/L-21B101736,Chlorophyll RFU-21B101736,Chlorophyll ug/L-21B101736,DEP m-20M103012,Vpos m-20M103012
6/27/22,11:59:50 AM,Tank 13,1,,69.399,753,75.7,6.78,145.2,133.5,146.3,7492,94,0.07,-1.9,-1.9,7.73,-139.7,0.21,0.19,0.07,0.04,-0.049,-0.034
6/27/22,11:59:53 AM,Tank 13,1,,69.328,753,77,6.9,145.3,133.5,146.4,7493,94,0.07,-1.9,-1.9,7.73,-139.3,0.04,0.02,0.05,-0.07,-0.049,-0.03
6/27/22,11:59:56 AM,Tank 13,1,,69.248,753,78.1,7,145.4,133.4,146.5,7494,95,0.07,-1.9,-1.9,7.72,-138.9,0.06,0.03,0.01,-0.24,-0.049,-0.049
6/27/22,11:59:59 AM,Tank 13,1,,69.229,752.9,79.1,7.09,145.3,133.3,146.4,7502,94,0.07,-1.9,-1.9,7.71,-138.7,0.08,0.06,0.08,0.06,-0.049,-0.063
6/27/22,12:02:15 PM,Tank 15,1,,69.355,753,59.4,5.32,144.6,132.8,145.7,7527,94,0.07,-1.9,-1.9,7.93,-150.9,0.31,0.28,0.07,0,-0.05,-0.063
6/27/22,12:02:18 PM,Tank 15,1,,69.405,753,66.5,5.95,77.1,70.9,77.7,14109,50,0.04,-1.9,-1.9,7.92,-150.3,0.26,0.24,0.01,-0.24,-0.05,-0.051
6/27/22,12:02:21 PM,Tank 15,1,,69.347,753,68.7,6.15,72.4,66.5,72.9,15042,47,0.03,-1.9,-1.9,7.75,-140.5,0.27,0.25,-0.05,-0.47,-0.05,-0.05
6/27/22,12:02:24 PM,Tank 15,1,,69.328,752.9,70.5,6.31,6.3,5.8,6.4,171551,4,0,-1.9,-1.9,7.73,-139.6,0.24,0.22,0,-0.25,-0.05,-0.058
6/27/22,12:02:27 PM,Tank 15,1,,69.32,752.9,76,6.81,9.3,8.5,9.3,117546,6,0,-1.9,-1.9,7.72,-139.1,0.09,0.07,0.02,-0.19,-0.051,-0.065
6/27/22,12:02:30 PM,Tank 15,1,,69.293,753,76.8,6.89,1.3,1.2,1.3,814697,1,0,NaN,NaN,7.71,-138.6,0.01,-0.02,0.08,0.06,-0.051,-0.046
6/27/22,12:02:33 PM,Tank 15,1,,69.288,753,77.8,6.97,1.6,1.4,1.6,699574,1,0,NaN,NaN,7.71,-138.3,0.01,-0.01,0.11,0.19,-0.051,-0.054
6/27/22,12:04:37 PM,Tank 30,1,,69.611,753,67.2,6.01,145.3,133.9,146.4,7469,94,0.07,-1.9,-1.9,7.9,-149.3,0.3,0.28,0.12,0.23,-0.05,-0.041
6/27/22,12:04:40 PM,Tank 30,1,,69.588,753,69.2,6.18,145.3,133.9,146.4,7467,94,0.07,-1.9,-1.9,7.88,-148.3,0.25,0.23,0.13,0.27,-0.05,-0.064
6/27/22,12:04:43 PM,Tank 30,1,,69.542,752.9,73.9,6.6,145.4,133.9,146.5,7466,95,0.07,-1.9,-1.9,7.73,-139.3,0.25,0.23,0.09,0.1,-0.05,-0.052
6/27/22,12:04:46 PM,Tank 30,1,,69.504,752.9,76.5,6.84,145.5,134,146.6,7465,95,0.07,-1.9,-1.9,7.71,-138.5,0.13,0.1,0.07,0.04,-0.05,-0.052
6/27/22,12:04:49 PM,Tank 30,1,,69.444,752.9,77.7,6.95,145.6,134,146.7,7465,95,0.07,-1.9,-1.9,7.7,-138.1,0.04,0.01,0.06,-0.01,-0.05,-0.052
6/27/22,12:04:52 PM,Tank 30,1,,69.39,752.9,78.7,7.04,145.7,133.9,146.8,7467,95,0.07,-1.9,-1.9,7.7,-137.7,0.03,0.01,0.07,0.03,-0.05,-0.038
6/27/22,12:04:55 PM,Tank 30,1,,69.368,752.9,79.6,7.13,145.7,133.9,146.8,7468,95,0.07,-1.9,-1.9,7.69,-137.4,0.06,0.04,0.08,0.07,-0.05,-0.053
6/27/22,12:07:10 PM,Tank 61,1,,70.165,753.1,71.8,6.37,146.9,136.2,147.9,7341,95,0.07,-2,-2,7.89,-148.6,0.45,0.43,0.06,-0.04,-0.051,-0.062
6/27/22,12:07:13 PM,Tank 61,1,,70.156,753,73.4,6.52,143.8,133.3,144.8,7501,93,0.07,-2,-2,7.69,-137.6,0.47,0.45,0.06,-0.03,-0.051,-0.059
6/27/22,12:07:16 PM,Tank 61,1,,70.119,753.1,78.5,6.97,144.6,134.1,145.6,7459,94,0.07,-2,-2,7.67,-136,0.42,0.4,0.09,0.1,-0.049,-0.038
6/27/22,12:07:19 PM,Tank 61,1,,70.105,752.9,79.9,7.1,145.2,134.5,146.2,7433,94,0.07,-2,-2,7.65,-135.2,0.25,0.23,0.11,0.17,-0.05,-0.04
6/27/22,12:07:22 PM,Tank 61,1,,70.088,752.9,80.9,7.18,145.3,134.7,146.4,7425,94,0.07,-2,-2,7.64,-134.7,0.11,0.09,0.09,0.12,-0.05,-0.055
6/27/22,12:07:25 PM,Tank 61,1,,70.065,753,81.7,7.26,146.3,135.5,147.3,7381,95,0.07,-2,-2,7.64,-134.4,0.08,0.06,0.12,0.22,-0.05,-0.058
6/27/22,12:07:28 PM,Tank 61,1,,70.065,753,82.3,7.31,146.5,135.7,147.5,7367,95,0.07,-2,-2,7.63,-134,0.12,0.09,0.09,0.1,-0.049,-0.049
6/27/22,12:10:37 PM,Tank 41,1,,76.621,753,82.5,6.84,149.3,148.7,149.4,6725,97,0.07,-2.8,-2.8,7.5,-126.8,0.24,0.22,0.25,0.78,-0.05,-0.052
6/27/22,12:10:40 PM,Tank 41,1,,76.622,752.9,83.3,6.91,131.2,130.7,131.2,7653,85,0.06,-2.9,-2.9,7.48,-125.7,0.09,0.07,0.26,0.79,-0.05,-0.044
6/27/22,12:10:43 PM,Tank 41,1,,76.671,752.9,84.1,6.97,79.1,78.8,79.1,12687,51,0.04,-2.9,-2.9,7.46,-124.5,0.11,0.08,0.24,0.74,-0.05,-0.054
6/27/22,12:10:46 PM,Tank 41,1,,76.715,753,88.2,7.31,74.8,74.6,74.8,13410,49,0.03,-2.9,-2.9,7.44,-123.4,0.08,0.06,0.24,0.71,-0.05,-0.048
6/27/22,12:10:49 PM,Tank 41,1,,76.748,752.9,88.9,7.36,75.7,75.5,75.8,13237,49,0.03,-2.9,-2.9,7.43,-122.5,0.11,0.08,0.22,0.63,-0.05,-0.053
6/27/22,12:10:52 PM,Tank 41,1,,76.781,752.9,89.4,7.4,149.6,149.2,149.6,6701,97,0.07,-2.9,-2.9,7.4,-120.8,0.05,0.03,0.25,0.76,-0.05,-0.048
6/27/22,12:13:19 PM,Tank 07,1,,73.94,752.9,72.1,6.15,149.4,144.5,149.9,6919,97,0.07,-2.5,-2.5,7.78,-142.9,0.17,0.15,0.13,0.27,-0.051,-0.055
6/27/22,12:13:22 PM,Tank 07,1,,74.359,752.9,74.3,6.31,144.4,140.3,144.8,7126,94,0.07,-2.5,-2.5,7.74,-140.5,0.19,0.16,0.11,0.19,-0.051,-0.043
6/27/22,12:13:25 PM,Tank 07,1,,74.809,753,76.1,6.43,141.6,138.3,142,7230,92,0.07,-2.6,-2.6,7.71,-138.7,0.26,0.24,0.08,0.06,-0.05,-0.049
6/27/22,12:13:28 PM,Tank 07,1,,74.842,752.9,81.5,6.88,134.5,131.5,134.9,7606,87,0.06,-2.6,-2.6,7.69,-137.5,0.21,0.19,0.1,0.14,-0.05,-0.056
6/27/22,12:13:31 PM,Tank 07,1,,74.853,752.9,82.6,6.98,137.9,134.8,138.2,7420,90,0.06,-2.6,-2.6,7.67,-136.5,0.13,0.1,0.06,-0.02,-0.05,-0.059
6/27/22,12:13:34 PM,Tank 07,1,,74.855,752.9,83.6,7.06,136.9,133.8,137.3,7472,89,0.06,-2.6,-2.6,7.66,-135.8,0.15,0.13,0.07,0.03,-0.05,-0.036
6/27/22,12:13:37 PM,Tank 07,1,,74.855,752.9,84.4,7.12,146.4,143,146.7,6992,95,0.07,-2.6,-2.6,7.65,-135.2,0.12,0.09,0.1,0.14,-0.05,-0.047
6/27/22,12:15:35 PM,Tank 09,1,,76.695,752.9,73.1,6.06,150.4,149.9,150.4,6671,98,0.07,-2.9,-2.9,7.76,-141.6,0.36,0.34,0.12,0.22,-0.05,-0.054
6/27/22,12:15:38 PM,Tank 09,1,,76.704,752.9,75.8,6.28,150.3,149.8,150.4,6674,98,0.07,-2.9,-2.9,7.71,-138.8,0.36,0.34,0.13,0.26,-0.05,-0.049
6/27/22,12:15:41 PM,Tank 09,1,,76.756,752.9,77.5,6.42,150.2,149.8,150.3,6675,98,0.07,-2.9,-2.9,7.66,-136.1,0.38,0.36,0.11,0.2,-0.051,-0.052
6/27/22,12:15:44 PM,Tank 09,1,,76.783,752.9,82.8,6.85,150.1,149.8,150.1,6677,98,0.07,-2.9,-2.9,7.63,-134.2,0.25,0.22,0.09,0.1,-0.051,-0.054
6/27/22,12:15:47 PM,Tank 09,1,,76.803,752.9,83.8,6.94,150,149.7,150,6680,98,0.07,-2.9,-2.9,7.6,-132.7,0.1,0.08,0.07,0.01,-0.051,-0.054
6/27/22,12:15:50 PM,Tank 09,1,,76.829,752.9,84.7,7.01,149.9,149.6,149.9,6682,97,0.07,-2.9,-2.9,7.58,-131.6,0.06,0.04,0.04,-0.09,-0.051,-0.054
6/27/22,12:15:53 PM,Tank 09,1,,76.832,752.9,85.4,7.07,149.9,149.6,149.9,6685,97,0.07,-2.9,-2.9,7.57,-130.7,0.04,0.02,0.08,0.04,-0.051,-0.043
6/27/22,12:18:48 PM,Tank 06,1,,74.598,752.9,80.7,6.83,145.7,142,146,7044,95,0.07,-2.6,-2.6,7.77,-142.4,0.25,0.23,0.02,-0.17,-0.05,-0.049
6/27/22,12:18:51 PM,Tank 06,1,,74.612,752.9,81.8,6.93,145.6,141.9,145.9,7049,95,0.07,-2.6,-2.6,7.75,-141.3,0.11,0.09,0.03,-0.15,-0.05,-0.052
6/27/22,12:18:54 PM,Tank 06,1,,74.633,752.9,82.6,7,84.7,82.6,84.9,12109,55,0.04,-2.6,-2.6,7.73,-140.1,0.1,0.07,-0.02,-0.36,-0.05,-0.036
6/27/22,12:18:57 PM,Tank 06,1,,74.649,752.9,83.5,7.06,138.3,134.9,138.7,7414,90,0.06,-2.6,-2.6,7.71,-139,0.09,0.06,0.03,-0.14,-0.05,-0.05
6/27/22,12:19:00 PM,Tank 06,1,,74.665,752.9,84.1,7.12,134,130.7,134.3,7653,87,0.06,-2.6,-2.6,7.7,-138.1,0.05,0.03,0.13,0.27,-0.051,-0.061
6/27/22,12:19:03 PM,Tank 06,1,,74.68,752.9,84.9,7.19,144.5,140.9,144.9,7095,94,0.07,-2.6,-2.6,7.68,-137.1,0.03,0.01,0.13,0.26,-0.05,-0.053
6/27/22,12:19:06 PM,Tank 06,1,,74.681,752.9,86.1,7.29,144.8,141.3,145.2,7078,94,0.07,-2.6,-2.6,7.65,-135.5,0.01,-0.01,0.13,0.27,-0.051,-0.055
6/27/22,12:19:09 PM,Tank 06,1,,74.683,752.9,87.2,7.38,33.4,32.6,33.5,30695,22,0.01,-2.6,-2.6,7.63,-134.1,0.06,0.04,0.14,0.29,-0.051,-0.053
6/27/22,12:20:32 PM,Tank 11,1,,76.343,752.9,75,6.24,83.5,82.9,83.5,12066,54,0.04,-2.8,-2.8,7.69,-137.6,0.36,0.34,0.12,0.21,-0.05,-0.056
6/27/22,12:20:35 PM,Tank 11,1,,76.39,752.9,77.6,6.46,82.9,82.4,82.9,12143,54,0.04,-2.8,-2.8,7.65,-135.3,0.38,0.36,0.12,0.24,-0.051,-0.062
6/27/22,12:20:38 PM,Tank 11,1,,76.44,752.9,79.4,6.6,80.1,79.6,80.2,12558,52,0.04,-2.8,-2.8,7.61,-133.3,0.36,0.34,0.13,0.29,-0.05,-0.04
6/27/22,12:20:41 PM,Tank 11,1,,76.477,752.9,84.1,6.99,80.3,79.8,80.3,12527,52,0.04,-2.9,-2.9,7.59,-132,0.29,0.27,0.16,0.39,-0.05,-0.038
6/27/22,12:20:44 PM,Tank 11,1,,76.527,752.9,85.7,7.11,144.4,143.6,144.4,6962,94,0.07,-2.8,-2.8,7.57,-130.9,0.07,0.05,0.17,0.42,-0.051,-0.051
6/27/22,12:20:47 PM,Tank 11,1,,76.578,752.9,86.5,7.18,152,151.3,152.1,6608,99,0.07,-2.8,-2.8,7.56,-130.1,0.06,0.03,0.13,0.25,-0.052,-0.064
6/27/22,12:20:50 PM,Tank 11,1,,76.596,752.9,87.2,7.23,151.8,151.2,151.9,6616,99,0.07,-2.8,-2.8,7.55,-129.4,0.04,0.02,0.1,0.13,-0.051,-0.05
6/27/22,12:22:54 PM,Tank 23,1,,74.846,753,84.6,7.15,152.5,149,152.9,6710,99,0.07,-2.6,-2.6,7.62,-133.8,0.06,0.04,0.12,0.25,-0.051,-0.036
6/27/22,12:22:57 PM,Tank 23,1,,74.854,752.9,85.3,7.21,152.5,149,152.9,6710,99,0.07,-2.6,-2.6,7.61,-133.2,0.04,0.02,0.1,0.14,-0.051,-0.04
6/27/22,12:23:00 PM,Tank 23,1,,74.855,752.9,85.9,7.25,152.7,149.2,153.1,6701,99,0.07,-2.6,-2.6,7.6,-132.6,0,-0.02,0.14,0.31,-0.051,-0.055
6/27/22,12:23:03 PM,Tank 23,1,,74.862,752.9,86.5,7.31,153.1,149.7,153.5,6681,100,0.07,-2.6,-2.6,7.59,-131.7,0.02,0,0.12,0.22,-0.051,-0.062
6/27/22,12:23:06 PM,Tank 23,1,,74.867,752.9,87.6,7.39,153,149.5,153.4,6687,99,0.07,-2.6,-2.6,7.57,-130.6,0,-0.02,0.08,0.06,-0.051,-0.045
6/27/22,12:23:09 PM,Tank 23,1,,74.87,752.9,88.6,7.48,152.8,149.3,153.1,6696,99,0.07,-2.6,-2.6,7.55,-129.8,0.01,-0.02,0.05,-0.05,-0.051,-0.038
6/27/22,12:23:12 PM,Tank 23,1,,74.868,752.9,89.4,7.55,152.8,149.3,153.1,6696,99,0.07,-2.6,-2.6,7.55,-129.3,0,-0.02,0.03,-0.13,-0.051,-0.06
6/27/22,12:23:15 PM,Tank 23,1,,74.866,753,90.1,7.61,152.9,149.4,153.2,6692,99,0.07,-2.6,-2.6,7.54,-128.8,-0.02,-0.04,0.05,-0.07,-0.051,-0.064
6/27/22,12:24:41 PM,Tank 25,1,,76.658,752.9,80.8,6.7,149.6,149,149.6,6711,97,0.07,-2.9,-2.9,7.6,-132.9,0.34,0.32,-0.02,-0.36,-0.051,-0.04
6/27/22,12:24:44 PM,Tank 25,1,,76.675,752.9,82.1,6.8,149.5,149,149.5,6713,97,0.07,-2.9,-2.9,7.58,-131.4,0.3,0.28,0.03,-0.16,-0.051,-0.043
6/27/22,12:24:47 PM,Tank 25,1,,76.703,752.9,83.1,6.89,149.3,148.8,149.4,6719,97,0.07,-2.9,-2.9,7.56,-130.2,0.11,0.09,0.06,-0.01,-0.051,-0.044
6/27/22,12:24:50 PM,Tank 25,1,,76.729,752.9,87.3,7.24,85.2,85,85.3,11765,55,0.04,-2.9,-2.9,7.54,-129.1,0.03,0.01,0.14,0.3,-0.05,-0.056
6/27/22,12:24:53 PM,Tank 25,1,,76.747,752.9,88,7.29,80.5,80.3,80.5,12457,52,0.04,-2.9,-2.9,7.53,-128.3,0.01,-0.01,0.19,0.52,-0.05,-0.056
6/27/22,12:24:56 PM,Tank 25,1,,76.76,752.9,88.5,7.33,83,82.8,83,12078,54,0.04,-2.9,-2.9,7.52,-127.6,0.06,0.03,0.16,0.37,-0.05,-0.045
6/27/22,12:26:46 PM,Tank 55,1,,74.078,752.9,77.4,6.6,147.4,142.8,147.8,7004,96,0.07,-2.5,-2.5,7.73,-139.8,0.51,0.49,0.1,0.15,-0.05,-0.042
6/27/22,12:26:49 PM,Tank 55,1,,74.532,752.9,78.6,6.67,146.6,142.7,147,7006,95,0.07,-2.6,-2.6,7.7,-138.3,0.55,0.53,0.09,0.12,-0.05,-0.066
6/27/22,12:26:52 PM,Tank 55,1,,74.631,752.9,83.3,7.05,146.4,142.7,146.8,7007,95,0.07,-2.6,-2.6,7.68,-136.8,0.34,0.32,0.16,0.38,-0.05,-0.053
6/27/22,12:26:55 PM,Tank 55,1,,74.65,752.9,84.4,7.15,146.3,142.6,146.6,7012,95,0.07,-2.6,-2.6,7.65,-135.5,0.14,0.11,0.13,0.27,-0.05,-0.042
6/27/22,12:26:58 PM,Tank 55,1,,74.667,752.9,85.3,7.21,146.2,142.5,146.5,7016,95,0.07,-2.6,-2.6,7.63,-134.4,0.09,0.07,0.13,0.26,-0.051,-0.058
6/27/22,12:27:01 PM,Tank 55,1,,74.68,752.9,85.9,7.27,146,142.4,146.4,7021,95,0.07,-2.6,-2.6,7.62,-133.6,0.06,0.04,0.06,-0.03,-0.05,-0.039
6/27/22,12:27:04 PM,Tank 55,1,,74.677,752.9,86.5,7.32,145.8,142.2,146.1,7033,95,0.07,-2.6,-2.6,7.61,-132.9,0.08,0.05,0.05,-0.08,-0.051,-0.05
6/27/22,1:47:19 PM,Tank 51,1,,64.768,752,67.2,6.33,140.2,122,141.8,8197,91,0.07,-1.4,-1.4,8.15,-162.9,0.26,0.24,0.09,0.1,-0.059,-0.052
6/27/22,1:47:22 PM,Tank 51,1,,64.763,752,71.6,6.75,141.2,122.9,142.8,8138,92,0.07,-1.4,-1.4,8.12,-161,0.11,0.08,0.09,0.08,-0.06,-0.055
6/27/22,1:47:25 PM,Tank 51,1,,64.723,752,72.3,6.81,142,123.5,143.7,8096,92,0.07,-1.4,-1.4,8.09,-159.7,0.11,0.08,0.07,0,-0.06,-0.065
6/27/22,1:47:28 PM,Tank 51,1,,64.688,752,72.9,6.88,142.6,123.9,144.2,8069,93,0.07,-1.4,-1.4,8.07,-158.6,0.11,0.08,0.03,-0.13,-0.061,-0.066
6/27/22,1:47:31 PM,Tank 51,1,,64.632,752,73.6,6.94,143.3,124.5,145,8032,93,0.07,-1.4,-1.4,8.04,-156.6,0.11,0.09,0.04,-0.12,-0.061,-0.072
6/27/22,1:47:34 PM,Tank 51,1,,64.593,752,74.2,7,143.9,125,145.6,8002,94,0.07,-1.4,-1.4,8,-154.4,0.13,0.11,0.06,-0.02,-0.061,-0.059
6/27/22,1:51:55 PM,Tank 50,1,,63.912,751.9,69.1,6.58,143.4,123.5,145.1,8099,93,0.07,-1.3,-1.3,8.06,-157.9,0.14,0.12,0.14,0.32,-0.064,-0.067
6/27/22,1:51:58 PM,Tank 50,1,,63.92,751.9,70.4,6.7,143.5,123.6,145.2,8093,93,0.07,-1.3,-1.3,8.05,-157.4,0.07,0.04,0.07,0.04,-0.064,-0.075
6/27/22,1:52:01 PM,Tank 50,1,,63.823,751.9,71.6,6.82,143.7,123.6,145.5,8088,93,0.07,-1.3,-1.3,8.05,-156.9,0.06,0.04,0.06,-0.04,-0.064,-0.068
6/27/22,1:52:04 PM,Tank 50,1,,63.749,751.9,72.5,6.91,144,123.7,145.7,8082,94,0.07,-1.3,-1.3,8.03,-156.3,0.12,0.09,0.07,0.01,-0.063,-0.057
6/27/22,1:52:07 PM,Tank 50,1,,63.709,752,73.3,6.99,144.1,123.8,145.9,8078,94,0.07,-1.3,-1.3,8.02,-155.2,0.13,0.11,0.08,0.08,-0.064,-0.062
6/27/22,1:52:10 PM,Tank 50,1,,63.664,751.9,74.1,7.08,144.3,123.8,146,8075,94,0.07,-1.3,-1.3,8,-154.5,0.12,0.09,0.15,0.34,-0.064,-0.063
6/27/22,1:54:19 PM,Tank 05,1,,69.555,751.9,73.5,6.57,145.7,134.2,146.8,7453,95,0.07,-1.9,-1.9,7.66,-135.5,0.27,0.25,0.08,0.06,-0.064,-0.063
6/27/22,1:54:22 PM,Tank 05,1,,69.553,751.8,75,6.7,145.7,134.2,146.8,7452,95,0.07,-1.9,-1.9,7.64,-134.5,0.28,0.26,0.05,-0.05,-0.065,-0.076
6/27/22,1:54:25 PM,Tank 05,1,,69.548,751.8,79.8,7.13,145.7,134.2,146.8,7451,95,0.07,-1.9,-1.9,7.63,-133.8,0.18,0.16,0.08,0.05,-0.064,-0.064
6/27/22,1:54:28 PM,Tank 05,1,,69.546,751.8,81,7.24,145.7,134.1,146.8,7454,95,0.07,-1.9,-1.9,7.62,-133.3,0.13,0.11,0.05,-0.08,-0.064,-0.061
6/27/22,1:54:31 PM,Tank 05,1,,69.543,751.9,81.9,7.32,145.6,134.1,146.7,7459,95,0.07,-1.9,-1.9,7.61,-132.8,0.14,0.11,0.01,-0.23,-0.064,-0.068
6/27/22,1:54:34 PM,Tank 05,1,,69.538,751.8,82.6,7.38,145.6,134.1,146.7,7459,95,0.07,-1.9,-1.9,7.61,-132.5,0.13,0.1,0.04,-0.12,-0.063,-0.062
6/27/22,1:56:31 PM,Tank 10,1,,76.858,751.8,83.6,6.92,150.1,149.9,150.1,6672,98,0.07,-2.9,-2.9,7.37,-119.4,0.24,0.22,0.1,0.14,-0.066,-0.065
6/27/22,1:56:34 PM,Tank 10,1,,76.864,751.9,85.3,7.06,150.4,150.2,150.4,6660,98,0.07,-2.9,-2.9,7.35,-118.2,0.06,0.04,0.08,0.05,-0.065,-0.056
6/27/22,1:56:37 PM,Tank 10,1,,76.878,751.7,86.2,7.13,150.6,150.4,150.6,6648,98,0.07,-2.9,-2.9,7.34,-117.4,0.03,0.01,0.1,0.14,-0.065,-0.069
6/27/22,1:56:40 PM,Tank 10,1,,76.887,751.8,86.9,7.19,150.9,150.7,150.9,6636,98,0.07,-2.9,-2.9,7.33,-116.7,0.05,0.02,0.09,0.08,-0.065,-0.076
6/27/22,1:56:43 PM,Tank 10,1,,76.878,751.8,87.5,7.24,151.1,150.9,151.1,6626,98,0.07,-2.9,-2.9,7.32,-116.2,0.01,-0.02,0.11,0.2,-0.065,-0.064
6/27/22,1:56:46 PM,Tank 10,1,,76.875,751.8,88.1,7.28,151.2,151,151.2,6623,98,0.07,-2.9,-2.9,7.29,-114.8,-0.02,-0.05,0.1,0.14,-0.066,-0.068
6/27/22,1:59:13 PM,Tank 19,1,,64.135,751.7,69.9,6.63,145.5,125.6,147.2,7960,95,0.07,-1.3,-1.3,8.09,-159.6,-0.01,-0.04,0.02,-0.21,-0.065,-0.061
6/27/22,1:59:16 PM,Tank 19,1,,63.962,751.8,71.1,6.76,145.3,125.2,147.1,7986,94,0.07,-1.3,-1.3,8.09,-159.5,-0.05,-0.08,0.04,-0.11,-0.065,-0.066
6/27/22,1:59:19 PM,Tank 19,1,,63.951,751.8,72,6.85,144.7,124.7,146.4,8022,94,0.07,-1.3,-1.3,8.09,-159.6,-0.05,-0.07,0.05,-0.08,-0.065,-0.076
6/27/22,1:59:22 PM,Tank 19,1,,63.969,751.7,76,7.23,143.9,124,145.6,8064,94,0.07,-1.3,-1.3,8.09,-159.5,0,-0.03,0.07,0.01,-0.066,-0.079
6/27/22,1:59:25 PM,Tank 19,1,,63.952,751.7,76.8,7.31,143.4,123.6,145.2,8091,93,0.07,-1.3,-1.3,8.09,-159.4,0,-0.02,0.08,0.07,-0.066,-0.069
6/27/22,1:59:28 PM,Tank 19,1,,63.966,751.7,77.5,7.37,143.3,123.5,145,8098,93,0.07,-1.3,-1.3,8.09,-159.5,0.02,0,0.07,0.04,-0.066,-0.07
6/27/22,2:01:18 PM,Tank 17,1,,63.869,751.8,60,5.71,144.1,124,145.8,8064,94,0.07,-1.3,-1.3,8.16,-163.2,0.28,0.26,-0.02,-0.35,-0.066,-0.056
6/27/22,2:01:21 PM,Tank 17,1,,63.854,751.7,64.6,6.15,144.6,124.4,146.4,8036,94,0.07,-1.3,-1.3,8.15,-163,0.14,0.11,-0.02,-0.37,-0.066,-0.064
6/27/22,2:01:24 PM,Tank 17,1,,63.804,751.7,65.5,6.24,145.4,125.1,147.2,7995,95,0.07,-1.3,-1.3,8.15,-162.8,-0.03,-0.05,-0.03,-0.4,-0.067,-0.066
6/27/22,2:01:27 PM,Tank 17,1,,63.72,751.8,66.5,6.34,145.5,125,147.3,7999,95,0.07,-1.3,-1.3,8.15,-162.7,-0.02,-0.04,-0.01,-0.33,-0.067,-0.077
6/27/22,2:01:30 PM,Tank 17,1,,63.644,751.8,67.3,6.43,145.4,124.8,147.2,8014,94,0.07,-1.3,-1.3,8.14,-162.5,0,-0.03,0.03,-0.14,-0.066,-0.051
6/27/22,2:01:33 PM,Tank 17,1,,63.591,751.7,68.1,6.51,145,124.4,146.8,8042,94,0.07,-1.3,-1.3,8.14,-162.2,0.01,-0.01,0.01,-0.22,-0.066,-0.053
6/27/22,2:01:36 PM,Tank 17,1,,63.572,751.7,68.9,6.59,144.6,124,146.4,8064,94,0.07,-1.3,-1.3,8.13,-161.9,-0.04,-0.06,0.09,0.12,-0.066,-0.068
6/27/22,2:03:40 PM,Tank 37,1,,69.554,751.8,73.6,6.58,146.2,134.6,147.3,7428,95,0.07,-1.9,-1.9,7.94,-151.8,0.4,0.38,0.07,0,-0.067,-0.07
6/27/22,2:03:43 PM,Tank 37,1,,69.558,751.8,74.9,6.69,146.2,134.6,147.3,7428,95,0.07,-1.9,-1.9,7.92,-150.3,0.13,0.11,0.03,-0.14,-0.067,-0.064
6/27/22,2:03:46 PM,Tank 37,1,,69.54,751.7,79.6,7.12,146.2,134.7,147.3,7426,95,0.07,-1.9,-1.9,7.89,-148.9,0.09,0.06,0.07,0.01,-0.067,-0.078
6/27/22,2:03:49 PM,Tank 37,1,,69.527,751.8,81.1,7.25,146.2,134.6,147.3,7431,95,0.07,-1.9,-1.9,7.86,-147.2,0.07,0.04,0.09,0.11,-0.066,-0.056
6/27/22,2:03:52 PM,Tank 37,1,,69.504,751.7,82.1,7.34,146,134.4,147.1,7442,95,0.07,-1.9,-1.9,7.83,-145.5,0.05,0.03,0.11,0.19,-0.067,-0.07
6/27/22,2:03:55 PM,Tank 37,1,,69.472,751.7,82.8,7.4,145.7,134.1,146.8,7458,95,0.07,-1.9,-1.9,7.82,-144.6,0.04,0.01,0.1,0.15,-0.067,-0.072
6/27/22,2:06:09 PM,Tank 35,1,,64.395,751.7,67.7,6.41,84.6,73.2,85.6,13652,55,0.04,-1.4,-1.4,8.11,-160.5,0.25,0.22,0.11,0.2,-0.066,-0.059
6/27/22,2:06:12 PM,Tank 35,1,,64.365,751.8,68.9,6.52,72.4,62.7,73.3,15948,47,0.03,-1.4,-1.4,8.1,-160.2,0.1,0.08,0.15,0.34,-0.067,-0.069
6/27/22,2:06:15 PM,Tank 35,1,,64.291,751.7,73.2,6.93,73.9,64,74.8,15632,48,0.03,-1.4,-1.4,8.1,-160.1,0.04,0.02,0.16,0.37,-0.066,-0.069
6/27/22,2:06:18 PM,Tank 35,1,,64.136,751.8,74,7.02,80.3,69.4,81.3,14418,52,0.04,-1.3,-1.3,8.1,-160,0.02,-0.01,0.16,0.38,-0.067,-0.072
6/27/22,2:06:21 PM,Tank 35,1,,64.023,751.7,74.8,7.11,144.8,124.8,146.5,8010,94,0.07,-1.3,-1.3,8.1,-160,-0.04,-0.06,0.15,0.36,-0.067,-0.074
6/27/22,2:06:24 PM,Tank 35,1,,63.904,751.7,75.4,7.18,145.4,125.2,147.2,7986,95,0.07,-1.3,-1.3,8.1,-159.8,-0.02,-0.04,0.14,0.32,-0.067,-0.064
